num_of_players, total_bet, last_loss, last_revenue, consecutive_wl, last_result,current_result
30,6287800,7337672053,937100,-3,1.01,11.74
29,1554000,7343174034,4500,1,11.74,1.74
28,401400,7343272949,10300,-1,1.74,4.24
26,576800,7343332216,34900,1,4.24,1.38
26,711200,7343356165,183600,-1,1.38,1.9
26,441700,7343647146,71900,-2,1.9,3.13
29,806200,7343782827,7200,1,3.13,1.52
30,544400,7343822067,232600,-1,1.52,17.2
30,631600,7344111191,5900,1,17.2,2.25
31,273900,7344529698,35700,2,2.25,1.23
30,261700,7344572948,58100,-1,1.23,2.21
32,410000,7344628627,35800,1,2.21,1.67
33,2773400,7344654330,239900,-1,1.67,1.26
33,772400,7344677782,2212900,-2,1.26,1.85
32,6296000,7344957646,278500,-3,1.85,1.1
33,13318800,7344973123,6038500,-4,1.1,1.56
29,1641700,7351126625,957500,-5,1.56,11.47
34,183500,7352980403,8100,1,11.47,41.95
33,497600,7353277895,3100,2,41.95,1.07
30,497600,7353277937,496800,-1,1.07,1.09
31,1899800,7353277977,496900,-2,1.09,3.17
32,20350800,7354197536,14300,1,3.17,1.04
28,148400,7354197674,20337000,-1,1.04,1.45
27,201100,7354211501,56000,-2,1.45,2.12
27,255000,7354269525,117400,1,2.12,1.62
29,495100,7354294474,116500,-1,1.62,1.58
27,1320700,7354359434,192300,-2,1.58,1.27
24,1008700,7354360830,1311300,-3,1.27,2.01
25,1263300,7354490626,789200,1,2.01,1.62
26,2936000,7354513290,1147200,-1,1.62,2.42
25,465900,7355926269,368200,1,2.42,1.08
28,841300,7355926413,463800,-1,1.08,1.99
26,742200,7355992703,625700,1,1.99,1.41
25,953400,7355995299,725000,-1,1.41,1
29,306700,7355995299,953400,-2,1,4.16
28,549800,7356219916,122700,1,4.16,5.21
29,335000,7356856074,22800,2,5.21,1.34
27,331500,7356858226,321200,-1,1.34,2.08
28,549000,7356896011,59600,1,2.08,2.87
24,78900,7357115285,28700,2,2.87,1.48
25,118200,7357119691,62800,-1,1.48,1.07
26,137200,7357121384,62200,-2,1.07,1.19
28,214600,7357129447,85500,-3,1.19,2.05
31,210700,7357155705,145100,1,2.05,28.99
27,119900,7357462378,1000,2,28.99,2.93
25,172100,7357534446,12400,3,2.93,1.13
28,263100,7357534685,169300,-1,1.13,8.26
30,455900,7357708657,500,1,8.26,1.03
33,5293900,7357708657,455900,-1,1.03,1.62
30,329700,7357763476,5021000,-2,1.62,3.82
29,215800,7357873103,11200,1,3.82,1.52
31,2160800,7357899898,65900,-1,1.52,2.6
27,538000,7359903100,18500,1,2.6,2.06
28,260300,7359960884,384700,2,2.06,1.63
29,2129600,7360028240,17000,-1,1.63,11.94
32,835300,7362073425,1200,1,11.94,5.47
31,267100,7363360486,1400,2,5.47,4.66
30,398300,7363539712,4900,3,4.66,1.45
33,370000,7363576152,216500,-1,1.45,1.95
32,264100,7363647300,196700,-2,1.95,3.5
36,436900,7363771961,4400,1,3.5,1.42
33,631300,7363795441,325600,-1,1.42,5.56
34,414700,7364270748,2900,1,5.56,3.3
35,157900,7364779899,5100,2,3.3,1.36
32,179100,7364791163,82900,-1,1.36,6.82
35,306200,7364865747,5000,1,6.82,3.23
29,67900,7365015525,166000,2,3.23,1.34
29,474500,7365023247,36500,-1,1.34,1.57
34,2129000,7365056009,399700,-2,1.57,2.05
38,280500,7367073353,7200,1,2.05,26.1
29,162900,7367438663,700,2,26.1,2.26
32,1119300,7367455660,118500,3,2.26,1.12
35,637000,7367455911,1116300,-1,1.12,3.92
33,148400,7367905402,2300,1,3.92,7.91
34,720700,7368088204,900,2,7.91,1.94
33,575700,7368213609,336100,-1,1.94,4.08
33,366700,7368667377,1300,1,4.08,6.62
29,134000,7369174784,1300,2,6.62,1.58
31,386000,7369198838,57900,-1,1.58,4.59
35,2429500,7369654225,1300,1,4.59,1.01
35,322100,7369654225,2429500,-1,1.01,2.95
33,5546600,7369729896,90200,1,2.95,45.76
37,2905400,7375699141,500,2,45.76,21.81
41,8709300,7380108731,500,3,21.81,1.06
39,3732000,7380108802,8707900,-1,1.06,1.96
34,17842700,7380680230,1033000,-2,1.96,1.44
39,17221700,7381118756,15562100,-3,1.44,4.14
41,5729700,7403616200,2600,1,4.14,11.62
31,4996400,7412080739,135200,2,11.62,1.48
32,2345100,7412243508,2980900,-1,1.48,12.48
38,5005100,7418949219,1600,1,12.48,1.94
38,3049000,7419350111,2920100,-1,1.94,1.82
35,1545400,7419398487,2938200,-2,1.82,3.72
38,6659200,7419819816,838800,1,3.72,1.72
37,15180200,7419880791,6513300,-1,1.72,3.23
33,6716300,7427572896,1012700,1,3.23,1
37,18645700,7427572896,6716300,-1,1,2.53
39,15349000,7437089335,2902600,1,2.53,1.39
42,23228800,7437402491,12098300,-1,1.39,2.42
33,4894200,7451706861,1092500,1,2.42,2.21
37,15295400,7451737096,4782900,2,2.21,1.22
36,27871800,7451768231,15083400,-1,1.22,1.21
34,26087800,7452199036,25671600,-2,1.21,2.66
35,25263300,7483998338,1434400,1,2.66,1.38
39,49731400,7484004204,25195900,-1,1.38,1.3
37,50048000,7484301851,46614100,-2,1.3,1.47
36,46208500,7484308535,49971800,-3,1.47,1.14
34,1929500,7484311324,46154700,-4,1.14,12
35,2070600,7488395173,11500,1,12,1.62
35,4230500,7488402135,2042500,-1,1.62,2.72
32,10000200,7489347848,3014000,1,2.72,2.55
39,6529700,7496963155,323100,2,2.55,2.67
36,14292800,7498616353,3044900,3,2.67,2.58
36,1466600,7504615512,29600,4,2.58,6
39,14700900,7505900694,163000,5,6,1.1
32,679400,7505900912,14697700,-1,1.1,1.46
32,2252500,7505916187,598700,-2,1.46,4.24
39,4768500,7509171967,14500,1,4.24,1.33
39,2201100,7509310255,3702700,-1,1.33,1.19
40,9053500,7509311542,2191300,-2,1.19,2.95
38,2311700,7513696741,2032100,1,2.95,3.88
36,5244500,7515454548,15800,2,3.88,20.06
35,5545800,7517066463,10000,3,20.06,1.24
36,1946700,7517068910,5528500,-1,1.24,3.23
42,5644300,7520090339,20400,1,3.23,1
42,3945800,7520090339,5644300,-1,1,2.51
31,1260300,7521149550,1049200,1,2.51,1.19
44,4931200,7521231209,247300,-1,1.19,25.49
37,679700,7524872632,10100,1,25.49,1.69
38,3541300,7525054917,231800,-1,1.69,18.38
31,222200,7531667700,10100,1,18.38,1.49
34,3778200,7531672165,195600,-1,1.49,53.12
34,8203500,7536775444,0,1,53.12,3.23
31,434300,7544683687,35300,2,3.23,20.38
35,1522500,7545437896,100,3,20.38,21.02
36,1574500,7546852422,4600,4,21.02,1.05
35,2450800,7546852487,1573200,-1,1.05,2.65
37,2301200,7547063294,274800,1,2.65,1.1
35,469300,7547223490,298200,-1,1.1,2.51
31,299000,7547342642,138200,1,2.51,1.29
37,2678800,7547350182,260900,-1,1.29,3.63
34,206900,7548793197,14000,1,3.63,1.34
40,4667900,7548836162,61300,-1,1.34,4.89
33,248400,7551816452,12500,1,4.89,4.11
38,983900,7552068489,13600,2,4.11,33.27
34,1169400,7552704026,9500,3,33.27,1.15
38,1282700,7552711808,1115900,-1,1.15,6.19
41,1613800,7554577542,10500,1,6.19,11.4
38,4982300,7557770225,18400,2,11.4,1.28
38,2599100,7558101565,2907000,-1,1.28,2.05
38,974100,7558294532,2287400,1,2.05,1.85
38,1042100,7558326999,824800,-1,1.85,7.04
36,2273800,7560065996,11700,1,7.04,8.91
34,975200,7562381431,9700,2,8.91,6.17
36,2101200,7565602837,15000,3,6.17,23.72
37,2668200,7572921173,7500,4,23.72,1.72
34,2508300,7573055558,2039500,-1,1.72,1.82
36,2701100,7573684981,1647500,-2,1.82,3.64
41,2053700,7575494477,430100,1,3.64,1.15
39,471700,7575504268,1970100,-1,1.15,45.12
38,1825900,7575774577,7500,1,45.12,2.43
33,1180800,7576037103,1272500,2,2.43,2.68
37,1575200,7576281847,823000,3,2.68,1.79
33,1154900,7576321218,1435400,-1,1.79,12.18
38,3209600,7577893877,11600,1,12.18,1.4
38,6678400,7578146114,1044400,-1,1.4,1
40,9614200,7578146114,6678400,-2,1,1.55
36,1294500,7581463055,925100,-3,1.55,1.73
38,3332000,7581492136,1165000,-4,1.73,1.02
40,3996400,7581492136,3332000,-5,1.02,3.04
38,4201500,7583536356,827100,1,3.04,2.89
40,3339700,7583756459,1836800,2,2.89,12.51
43,1497000,7586216231,25800,3,12.51,1.2
38,1100200,7586228938,1392100,-1,1.2,1.01
39,1691900,7586228938,1100200,-2,1.01,3.74
43,1802300,7586637833,812600,1,3.74,1.96
41,1132900,7586975644,1261700,-1,1.96,1.54
44,1911800,7587061189,776100,-2,1.54,1.45
38,697600,7587144102,1566500,-3,1.45,3.26
37,1064400,7587675749,15500,1,3.26,8.87
35,1503200,7589883582,10100,2,8.87,2.15
40,3353500,7590332915,610400,3,2.15,2.22
41,1623600,7590521348,976400,4,2.22,1.07
41,1304300,7590521390,1622900,-1,1.07,1
37,2388300,7590521390,1304300,-2,1,11.74
45,4137900,7591758372,13800,1,11.74,3.99
39,1097000,7593813911,156800,2,3.99,2.75
38,1487200,7594567528,276500,3,2.75,1.27
36,974200,7594578785,1402600,-1,1.27,8.94
40,1419400,7595077831,17000,1,8.94,1.37
42,2729700,7595080588,1404800,-1,1.37,3.38
32,944600,7597604711,17400,1,3.38,2.03
37,1087300,7598109537,19400,2,2.03,1.22
41,1884200,7598147494,882800,-1,1.22,7.8
40,1692700,7599846820,14700,1,7.8,7.67
37,1893400,7602175698,14800,2,7.67,1
40,2075900,7602175698,1893400,-1,1,1.22
39,3153800,7602188900,1957800,-2,1.22,2.5
40,1401500,7603792609,816300,1,2.5,5.18
38,1479100,7605532383,10200,2,5.18,2.77
43,1614000,7606019034,715800,3,2.77,1.27
38,2874000,7606065866,1208200,-1,1.27,1.61
42,1603800,7606401389,1961400,-2,1.61,1.15
43,2661700,7606421284,1324500,-3,1.15,2.49
41,1782000,7608212489,15500,1,2.49,4.16
39,1354700,7609877982,10700,2,4.16,1.05
36,1241000,7609878497,1344400,-1,1.05,2.08
42,1692100,7610323682,390700,1,2.08,1.19
45,1506700,7610332873,1623900,-1,1.19,27.31
40,1325300,7611470328,9900,1,27.31,1.23
39,1464200,7611502026,1153500,-1,1.23,1.08
44,3904000,7611502624,1452800,-2,1.08,6.26
41,590700,7613574091,18100,1,6.26,205.94
41,875700,7614967679,0,2,205.94,9.15
40,1022300,7616196338,102500,3,9.15,2.34
35,841000,7616496279,519100,4,2.34,1.13
37,1298200,7616496984,828600,-1,1.13,2.84
43,943200,7617147935,298700,1,2.84,1.3
43,1190100,7617172862,809500,-1,1.3,2.74
34,318900,7617933437,190100,1,2.74,4.31
39,564800,7618069022,8700,2,4.31,9.51
37,351700,7618416114,90100,3,9.51,1.8
37,349500,7618481791,149100,-1,1.8,4.17
39,301200,7618737347,10100,1,4.17,1.31
37,554400,7618740536,284300,-1,1.31,1.7
34,1189000,7618912619,197500,-2,1.7,2.2
37,340800,7619458234,23000,1,2.2,6.84
36,273100,7619660725,10200,2,6.84,1.07
40,750300,7619660779,272200,-1,1.07,12.79
39,283700,7620281643,10200,1,12.79,3.57
34,805300,7620395752,66800,2,3.57,1.16
38,1035500,7620396425,796600,-1,1.16,3.09
38,843400,7620790358,12700,1,3.09,3.03
33,228200,7621122293,11200,2,3.03,3.01
36,241000,7621255521,33400,3,3.01,10.4
37,2167400,7621452645,10500,4,10.4,3.15
33,2428300,7623581154,17000,5,3.15,14.33
38,2609900,7624041187,10400,6,14.33,1.84
37,294800,7624472734,116800,-1,1.84,1.09
34,634100,7624473362,282900,-2,1.09,1.03
34,2119800,7624473362,634100,-3,1.03,1.23
34,1516600,7624539068,1699400,-4,1.23,6.13
38,1639700,7625512242,11200,1,6.13,667.96
36,5895300,7627251108,0,2,667.96,1.3
29,139000,7627450271,5090100,-1,1.3,1.71
31,1004800,7627459786,96000,-2,1.71,6.55
33,304900,7627758041,2200,1,6.55,5.89
34,365400,7628000121,2200,2,5.89,3.74
35,840900,7628201559,3400,3,3.74,2.28
33,288700,7628463549,48500,4,2.28,6.79
36,900200,7628786721,2200,5,6.79,3.54
35,361600,7629246053,2300,6,3.54,1.1
37,502900,7629246181,359900,-1,1.1,3.26
41,881700,7629416391,12600,1,3.26,1.51
37,484100,7629569258,211900,-1,1.51,72.42
35,220700,7629877979,2000,1,72.42,2.88
32,200700,7629997663,20400,2,2.88,1.84
32,202600,7630008371,124900,-1,1.84,1.36
33,327800,7630018119,137900,-2,1.36,3.77
43,708200,7630245701,23000,1,3.77,1.85
42,1901600,7630295370,167600,-1,1.85,2.08
39,603200,7631087603,56800,1,2.08,1.12
42,747600,7631100160,480200,-1,1.12,2.47
41,715400,7631460403,68000,1,2.47,22.48
39,960500,7632422745,2000,2,22.48,1.07
40,1057100,7632423305,949500,-1,1.07,20.32
44,3212000,7634269581,2000,1,20.32,2.65
34,241900,7635035323,17800,2,2.65,1.59
39,1115200,7635103253,57100,-1,1.59,1.13
39,722600,7635121732,971400,-2,1.13,1.4
37,1426700,7635161402,467100,-3,1.4,2.8
47,16880400,7636083340,28500,1,2.8,1.03
45,10981500,7636083340,16880400,-1,1.03,1.99
42,2472500,7640309781,360500,1,1.99,1.33
44,17726100,7640879973,459900,-1,1.33,1.55
42,2345700,7644820995,1150300,-2,1.55,2.62
44,1360300,7647129717,75800,1,2.62,2.1
43,1397300,7647672617,224200,2,2.1,2.45
43,2977600,7648315088,387300,3,2.45,1.11
41,18008100,7648315299,2975100,-1,1.11,1.15
40,16754200,7648460944,15945300,-2,1.15,2.36
46,1741000,7664121152,164200,1,2.36,5.24
41,6728300,7664827243,25100,2,5.24,1.01
38,3692300,7664827243,6728300,-1,1.01,1.18
44,13070000,7665038214,1472600,-2,1.18,1.48
39,5808700,7669115454,2682700,-3,1.48,1.76
43,17212100,7669206566,5309300,-4,1.76,5.35
47,2739900,7677685456,52200,1,5.35,1.14
45,12441300,7677691211,2693700,-1,1.14,1.24
37,819600,7680111264,325800,-2,1.24,12.22
44,3393300,7680731280,11200,1,12.22,1.2
39,2777800,7680742356,3300200,-1,1.2,1.5
38,711200,7681762875,194800,-2,1.5,1.31
36,1797400,7681773842,630400,-3,1.31,1.26
39,3102900,7682038598,440400,-4,1.26,2.33
35,408600,7684170969,82800,1,2.33,2.2
39,3173400,7684360329,98300,2,2.2,1.96
38,3993100,7685217257,1128000,-1,1.96,1.17
43,11978000,7685223029,3942500,-2,1.17,1.05
39,63159000,7685223134,11975900,-3,1.05,3.37
42,2101300,7716174745,69300,1,3.37,6.52
40,1696600,7719083762,63300,2,6.52,1.15
41,3047300,7719215667,652200,-1,1.15,22.55
42,4818800,7723336673,100,1,22.55,2.47
37,763100,7724498869,364400,2,2.47,1.02
38,3864100,7724499369,738100,-1,1.02,7.49
45,5346200,7725552788,35400,1,7.49,1.38
43,5286600,7725711035,3176500,-1,1.38,1.97
42,17314700,7727728447,136600,0,1.97,49.7
42,6428100,7732516318,5100,1,49.7,157.5
41,1573300,7739345582,1200,2,157.5,3.85
38,15582400,7739797603,206600,3,3.85,6.19
42,993400,7743268358,178800,4,6.19,9.92
43,1485900,7744153795,1500,5,9.92,1.31
42,16164500,7744261881,927900,-1,1.31,1.12
40,2423600,7744267736,16081100,-2,1.12,2.68
44,1418200,7745283660,436500,1,2.68,1.93
39,523400,7745759753,219300,-1,1.93,5.21
38,2558900,7746001884,31800,1,5.21,5.63
48,1919200,7748612976,1800,2,5.63,1
46,17195300,7748612976,1919200,-1,1,1.05
44,3031000,7748612976,17195300,-2,1.05,1.29
37,2186100,7748750291,2260800,-3,1.29,8.1
42,3059000,7750861478,31800,1,8.1,6.49
41,2153400,7757458602,700,2,6.49,1.33
38,1413100,7757523457,1568800,-1,1.33,12.21
44,1507400,7760039700,10300,1,12.21,3.54
39,1665400,7760311958,877600,2,3.54,10.15
46,1688900,7764994060,4500,3,10.15,16.62
45,3354000,7768080645,2500,4,16.62,1.4
40,1863300,7768135275,2473900,-1,1.4,1.27
40,2025500,7768191651,1417200,-2,1.27,1.55
40,1205500,7768453805,1171200,-3,1.55,13.52
46,2405500,7770719672,1700,1,13.52,59
41,2160600,7775320792,0,2,59,1.26
35,1595700,7775327978,2105100,-1,1.26,2.32
45,2559700,7775405273,1302100,1,2.32,1.02
45,2518800,7775405433,2551700,-1,1.02,1.27
37,2225600,7775436284,2338900,-2,1.27,1.05
40,2743800,7775436609,2217500,-3,1.05,1.49
42,3192400,7775482725,2487200,-4,1.49,25.58
48,2379000,7780211238,5600,1,25.58,2.37
42,1012500,7781272698,1156300,2,2.37,9.55
44,1754000,7782290473,30400,3,9.55,1.39
40,1607900,7782439521,996200,-1,1.39,1.91
38,1230700,7782750359,642700,-2,1.91,8.24
44,2612500,7784680595,400,1,8.24,1.08
42,2910200,7784681057,2602200,-1,1.08,1
46,5895800,7784681057,2910200,-2,1,1.39
41,4763200,7784808887,5248700,-3,1.39,12.39
43,2766500,7793119070,300,1,12.39,2.05
47,3110000,7793264963,2274500,2,2.05,1.13
42,3188400,7793293986,2168900,-1,1.13,4.75
49,5093500,7797220101,33500,1,4.75,1.09
51,4870300,7797220563,5083200,-1,1.09,3.58
41,4813400,7802764186,102100,1,3.58,8.85
43,3207200,7807106851,2500,2,8.85,1.54
42,1952900,7807372908,1630900,-1,1.54,1.41
48,3424000,7807494118,1440800,-2,1.41,3.81
48,2863200,7808213693,1254500,1,3.81,1.19
49,2838600,7808238649,2642700,-1,1.19,1.59
46,2148900,7808645218,1439200,-2,1.59,2.43
40,874200,7809279748,456700,1,2.43,11.91
43,1312500,7810281335,5700,2,11.91,1.02
41,1673200,7810281335,1312500,-1,1.02,2.06
45,1686600,7811062141,570500,1,2.06,1.74
49,3308500,7811313316,1020000,-1,1.74,1
46,2397400,7811313316,3308500,-2,1,1.43
40,2208400,7811358380,2045700,-3,1.43,1.11
41,2919100,7811358849,2203200,-4,1.11,5.42
44,1877000,7813086228,88900,1,5.42,7.8
42,1885500,7815077185,38800,2,7.8,2.61
45,2466400,7815592756,757100,3,2.61,2.97
44,1206000,7817593412,120000,4,2.97,2.31
46,1613300,7817919296,96900,5,2.31,5.82
46,1982500,7818900570,27700,6,5.82,1.74
42,4514300,7819025872,1600100,-1,1.74,14.49
46,2229800,7821690202,29300,1,14.49,2.59
43,1945300,7822514292,378500,2,2.59,1.88
44,1937800,7823081764,680300,-1,1.88,4.91
48,1292500,7824766548,93600,1,4.91,1.14
51,1288500,7824770807,1249100,-1,1.14,1.07
45,2902200,7824770893,1286900,-2,1.07,1.68
40,1116000,7825299168,1608400,-3,1.68,3.47
46,984700,7825929053,234900,1,3.47,1.59
43,1449500,7826004380,751100,-1,1.59,1.15
38,2452600,7826005006,1443500,-2,1.15,1.8
40,3011600,7826381234,742800,-3,1.8,1.61
44,4980500,7826982743,1438500,-4,1.61,2.35
43,1836800,7830590247,307000,1,2.35,3.28
43,1043800,7831364414,130700,2,3.28,9.45
45,7627800,7832053838,27600,3,9.45,1.55
37,5844900,7832320874,5593300,-1,1.55,1.02
41,1848000,7832320894,5843900,-2,1.02,1.5
38,1052000,7832781425,882900,-3,1.5,1.83
42,1408900,7832907838,591500,-4,1.83,2.3
39,1104400,7833662373,212300,1,2.3,1
39,1864000,7833662373,1104400,-1,1,6.15
41,6113800,7835715232,74100,1,6.15,8.35
42,1616400,7841011648,53100,2,8.35,4.37
41,1819300,7841439643,73900,3,4.37,2.6
37,989500,7841819861,86400,4,2.6,1.64
34,858700,7842079871,101500,-1,1.64,2.47
42,733200,7842211132,456100,1,2.47,1.16
47,1289000,7842230551,506500,-1,1.16,3.49
40,5668600,7842818058,444500,1,3.49,10.01
42,1157200,7848129533,53100,2,10.01,1.76
39,1166600,7848251245,589700,-1,1.76,1.03
49,1624400,7848251245,1166600,-2,1.03,5.69
46,6972500,7850275104,74600,1,5.69,42.09
42,2929400,7854447288,2700,2,42.09,2.54
41,3012300,7854843598,1938400,3,2.54,2.86
44,3955600,7855246062,1902800,4,2.86,4.16
41,4064400,7859835340,1031300,5,4.16,1.5
43,1920400,7859931016,3685800,-1,1.5,15.09
47,3506200,7862845255,1200,1,15.09,2.16
43,3788400,7863119772,2904000,2,2.16,2.29
41,3614900,7864049179,2065200,3,2.29,1.03
44,3319400,7864049181,3614800,-1,1.03,3.17
44,3424200,7869083770,78600,1,3.17,9.32
41,5154000,7875733218,11200,2,9.32,4.87
41,5567100,7879066911,1900200,3,4.87,4.04
42,4540500,7888201772,3500,4,4.04,2.82
39,2646300,7891086431,1866000,5,2.82,1.61
35,1811200,7891502532,1120300,-1,1.61,1.36
37,1404700,7891568813,1502800,-2,1.36,18.84
49,3537000,7893645707,12100,1,18.84,1.81
42,1393500,7893911981,2513300,-1,1.81,1.46
41,3376500,7894001846,998200,-2,1.46,2.37
45,3871200,7894762523,1616200,1,2.37,16.38
41,3960400,7902076139,2100,2,16.38,15.54
43,3047000,7907970198,100,3,15.54,1.19
41,2094200,7908002616,2709900,-1,1.19,5.35
43,2856000,7909421757,810400,1,5.35,1.08
43,3751000,7909421899,2853700,-1,1.08,2.52
40,1994700,7910185640,2633100,1,2.52,1.29
46,5011600,7910235746,1679200,-1,1.29,3.18
44,1187900,7915440609,604300,1,3.18,2.57
50,3997500,7915697003,337800,2,2.57,1.27
44,5581600,7915905031,2955900,-1,1.27,1
43,5109200,7915905031,5581600,-2,1,2.61
47,3414000,7917220805,1273400,1,2.61,2.68
43,2331000,7917817326,2649900,2,2.68,2.98
46,3107000,7919089424,481700,3,2.98,6.49
41,1608300,7923063180,59400,4,6.49,3.38
45,3231000,7923580470,859600,5,3.38,17.57
45,3619000,7927902735,1600,6,17.57,4.58
46,3327100,7935507764,90400,7,4.58,1.79
37,1232300,7935835949,2449000,-1,1.79,2.37
50,2950900,7936059790,754000,1,2.37,1.29
46,2538900,7936116403,2561000,-1,1.29,1.21
36,2532400,7936156441,2077600,-2,1.21,451.12
49,2946800,7939693800,0,1,451.12,1.28
44,3449700,7939746934,2645800,-1,1.28,4.86
42,2898700,7940693620,1837400,1,4.86,4.13
44,6852000,7944750899,5300,2,4.13,2.88
42,2261500,7945791211,2246900,3,2.88,13.26
47,4325600,7946941563,832200,4,13.26,25.16
44,3813300,7955901614,0,5,25.16,2.12
43,5647200,7956235544,2735400,6,2.12,3.54
42,3654500,7958639984,835500,7,3.54,2.06
42,3825900,7959020064,2261200,8,2.06,2.5
43,3755100,7959468119,2199600,9,2.5,1.04
39,2719400,7959468119,3755100,-1,1.04,1.52
37,17925700,7960036374,1069700,-2,1.52,1.37
35,2071300,7960339755,16905700,-3,1.37,2.4
47,4065000,7960930121,208300,1,2.4,1.93
42,2453900,7961630333,1991900,-1,1.93,22.26
46,3120200,7964352156,100,1,22.26,1.2
44,4701500,7964535864,2150600,-1,1.2,4.63
48,4995600,7970335790,37500,1,4.63,1.25
54,9051700,7970662113,3019400,-1,1.25,17.07
46,3025500,7981211767,15300,1,17.07,3.57
45,3531700,7981755253,828400,2,3.57,3.96
49,4500800,7982829523,1832900,3,3.96,1.56
46,3929600,7983236636,3026000,-1,1.56,1.22
43,3774300,7983272391,3720700,-2,1.22,1.95
53,5248600,7983751860,2511600,-3,1.95,1
49,8722500,7983751860,5248600,-4,1,1.45
42,3560100,7984522571,4277100,-5,1.45,4.21
50,8345900,7986509133,235000,1,4.21,1.28
48,7581100,7986663747,7553200,-1,1.28,6.8
49,4214500,7991779279,32000,1,6.8,2.96
48,3308800,7992472735,888000,2,2.96,1.32
45,2384900,7992654453,2230600,-1,1.32,1.38
41,2644400,7992888064,1217300,-2,1.38,2.28
48,8015200,7993774445,612800,1,2.28,6.82
48,8463400,7996476350,30000,2,6.82,2.07
43,2992100,7999708765,1914600,3,2.07,1.74
48,3728900,7999926041,1924100,-1,1.74,1.3
47,3487000,8000299004,1781100,-2,1.3,3.5
49,3742300,8003307581,292300,1,3.5,1.17
45,1929300,8003339209,3529600,-1,1.17,16.22
42,1285600,8007203096,8500,1,16.22,1.28
43,3974300,8007248460,965900,-1,1.28,1.45
45,7764500,8007327544,3504300,-2,1.45,2.5
50,2593000,8009312023,2313000,1,2.5,1.01
42,2090000,8009312023,2593000,-1,1.01,2.42
38,4084000,8010025146,547500,1,2.42,1.15
41,4171700,8010437725,945200,-1,1.15,1.54
41,1984200,8011293767,459600,-2,1.54,2.98
39,1340200,8011809898,518800,1,2.98,1.08
42,1498600,8011809990,1338900,-1,1.08,1.41
39,3789600,8011940020,860100,-2,1.41,7.62
44,1987000,8015460926,37700,1,7.62,1.21
45,2710800,8015612202,517200,-1,1.21,1.18
42,5689600,8015634302,2470200,-2,1.18,19.56
42,1839300,8018175094,7000,1,19.56,2.79
46,2475500,8018854010,145400,2,2.79,1.52
48,2366200,8019327896,326400,-1,1.52,6.04
43,2284600,8021129480,7800,1,6.04,1.7
43,1355000,8021533515,352000,-1,1.7,1.59
42,1639900,8021729085,507600,-2,1.59,5.59
44,1555200,8023245698,32700,1,5.59,4.03
41,4289400,8023909468,67200,2,4.03,3.15
39,1471200,8024548801,57700,3,3.15,7.27
43,1988300,8025383096,30300,4,7.27,1.58
40,1483100,8025709581,723700,-1,1.58,1.16
43,1261800,8025712583,1442400,-2,1.16,1.53
40,3145300,8025968145,561100,-3,1.53,5.33
47,37156700,8026771255,121900,1,5.33,1.34
38,767900,8037467809,1089900,-1,1.34,1.19
38,1331400,8037471757,696100,-2,1.19,1.74
46,4330300,8037941638,337100,-3,1.74,1.66
43,1872300,8038582588,1279500,-4,1.66,17.85
46,2339800,8040574243,10000,1,17.85,1.31
39,1691300,8040836741,1045300,-1,1.31,13.9
37,1593400,8042396509,2700,1,13.9,2.97
41,2164300,8042648979,755800,2,2.97,2.31
44,47629100,8043010806,795100,3,2.31,7.3
41,2003300,8054348789,2500,4,7.3,1.04
39,1883800,8054348789,2003300,-1,1.04,1.69
39,3671100,8054727100,498400,-2,1.69,1.19
43,3363800,8055034575,1553000,-3,1.19,1.62
45,1291600,8055671157,754600,-4,1.62,1
46,6189800,8055671157,1291600,-5,1,1.51
38,2528400,8056697417,1720200,-6,1.51,1.09
41,4323400,8056697509,2527100,-7,1.09,1.11
39,4781400,8056698701,4311800,-8,1.11,1.79
40,4399100,8057904171,1649000,-9,1.79,1.76
44,7268500,8058527904,1507200,-10,1.76,1.34
41,7374000,8059124934,4274400,-11,1.34,2.14
42,2332100,8065605846,716000,1,2.14,2.72
45,5643500,8066518781,241400,2,2.72,6.38
46,4239000,8071579101,27900,3,6.38,1.22
36,856200,8072191880,1109200,-1,1.22,2.13
47,4259300,8072446252,225500,1,2.13,2.61
47,4261400,8073464910,625800,2,2.61,2.18
42,3080600,8074383503,686600,3,2.18,1.72
40,1929000,8074765150,869300,-1,1.72,4.04
48,4061700,8075743026,25200,1,4.04,1.09
41,5316600,8075749230,3907600,-1,1.09,1.11
39,57066500,8075750422,5305000,-2,1.11,2.74
47,13413000,8093129314,330700,1,2.74,6.72
41,4789200,8098972045,26400,2,6.72,1.05
39,2691900,8098972060,4788900,-1,1.05,1.31
37,15914500,8099083447,2106400,-2,1.31,2.06
40,5534500,8105507461,1380000,1,2.06,1.56
39,2599500,8106796902,1327100,-1,1.56,9.01
36,1485100,8108522624,4500,1,9.01,1.91
36,7447500,8108693786,955500,-1,1.91,1.29
32,1656500,8109482752,1470600,-2,1.29,2.19
36,1934100,8110031155,713900,1,2.19,1.22
37,1438100,8110088221,965800,-1,1.22,2.86
38,1569900,8110608163,571500,1,2.86,1.11
41,7899700,8110608412,1566600,-1,1.11,5.87
41,11110800,8114772706,30800,1,5.87,1.36
41,5030600,8115075617,9094800,-1,1.36,6.08
34,1108600,8119900196,30300,1,6.08,2.73
39,2850300,8120075093,486900,2,2.73,1.07
